flareClass,TOTUSJH,TOTBSQ,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,TOTFZ,MEANPOT,R_VALUE,EPSZ,SHRGT45
M,2996.332,51461000000.0,8.42298e+23,59360120000000.0,261.267,6008302000000.0,3.745162e+22,1433.716064,-4186.4,11511.53,4.763,-0.1543,47.564
N/A,48.099,2042800000.0,3.93982e+21,1235455000000.0,3.832,466595600000.0,4.949657e+20,19.198889,235.78,2911.318,3.141,0.2189,30.128
N/A,1448.918,30231000000.0,1.102692e+23,32391120000000.0,81.684,5708106000000.0,3.100677e+22,784.129333,-8136.8,1578.661,3.451,-0.5105,3.977
N/A,450.969,6590700000.0,2.245166e+22,10442570000000.0,3.749,3288432000000.0,5.220194e+21,521.133606,-226.17,1844.003,2.813,-0.0651,5.236
N/A,26.645,1687700000.0,1.796911e+21,624237800000.0,0.237,59629230000.0,4.973832e+20,25.330976,86.176,1672.498,0.0,0.0969,2.719
M,809.417,10905000000.0,5.7256e+22,17165810000000.0,24.78,4588633000000.0,8.739594e+21,967.503967,-1404.0,2786.879,3.57,-0.2442,18.824
M,4551.547,65688000000.0,1.158586e+24,85307350000000.0,918.288,34857710000000.0,4.409561e+22,2365.981201,-2674.1,12224.14,4.941,-0.0772,50.277
M,2289.99,28306000000.0,4.431078e+23,37530290000000.0,1412.13,66435210000000.0,2.064836e+22,766.094177,-2495.8,11501.35,4.825,-0.1673,38.025
M,5541.622,62958000000.0,8.681044e+23,103593000000000.0,392.09,10712700000000.0,5.365997e+22,3914.993164,-5506.2,7278.053,5.022,-0.1659,29.324
M,4694.4,66237000000.0,1.159186e+24,85464430000000.0,895.421,41268710000000.0,4.436128e+22,2347.317627,-3322.5,12655.71,4.952,-0.0951,50.15
N/A,259.088,4139800000.0,1.472937e+22,5475091000000.0,18.182,1181079000000.0,3.601045e+21,170.244339,-712.74,1964.403,0.0,-0.3266,5.384
N/A,159.985,0.0,2.713796e+22,2012198000000.0,28.931,1064641000000.0,2.546767e+21,61.48259,0.0,5914.48,3.354,0.0,22.779
N/A,693.066,14824000000.0,4.65293e+22,16120350000000.0,10.336,4211530000000.0,1.148472e+22,622.194153,-1097.3,1797.268,2.133,-0.1404,3.801
N/A,718.637,23706000000.0,4.978023e+22,15822580000000.0,5.211,1316068000000.0,1.825561e+22,294.354889,-6205.5,1264.51,2.75,-0.4965,1.42
N/A,48.674,1038900000.0,2.762682e+21,1088070000000.0,6.858,548404300000.0,6.532656e+20,103.008377,-131.82,1996.414,0.0,-0.2407,2.495
M,4807.912,88026000000.0,9.03572e+23,98111440000000.0,30.921,12775560000000.0,7.926836e+22,2766.888672,-15982.0,5399.997,4.633,-0.3444,20.943
M,880.45,0.0,2.718606e+23,16570810000000.0,65.25,4748701000000.0,2.06462e+22,646.141602,0.0,6300.63,4.556,0.0,23.429
N/A,411.843,8129800000.0,3.09036e+22,9331521000000.0,18.904,698928000000.0,6.039396e+21,320.433899,-923.82,2293.065,2.458,-0.2155,9.618
M,4894.612,67819000000.0,1.061847e+24,79652020000000.0,722.409,18472140000000.0,5.023449e+22,1867.431274,-6891.6,11507.56,5.123,-0.1928,35.051
N/A,602.974,17506000000.0,2.054123e+23,13214210000000.0,143.584,5087871000000.0,8.368971e+21,826.491211,-123.3,11677.82,3.199,-0.0134,46.334
M,4694.4,66237000000.0,1.159186e+24,85464430000000.0,895.421,41268710000000.0,4.436128e+22,2347.317627,-3322.5,12655.71,4.952,-0.0951,50.15
M,6457.994,107870000000.0,1.30284e+24,119133500000000.0,1446.996,57384750000000.0,9.602716e+22,3149.165283,-17958.0,6928.805,4.904,-0.3158,18.164
N/A,599.175,13275000000.0,1.112149e+23,12282950000000.0,62.056,2951886000000.0,1.000079e+22,388.963226,-1476.0,5732.708,3.356,-0.2109,18.285
N/A,461.072,6588300000.0,3.752482e+22,9606331000000.0,68.807,2883382000000.0,5.377562e+21,397.330017,-601.8,2977.418,3.319,-0.1733,19.463
M,176.934,0.0,3.060713e+22,2570011000000.0,19.778,40166110000.0,3.843334e+21,316.404175,0.0,3758.443,5.108,0.0,26.631
N/A,302.358,5188800000.0,3.541862e+22,6796995000000.0,10.71,2246191000000.0,4.17136e+21,280.693359,-523.93,3888.854,0.0,-0.1915,18.839
M,2207.042,45766000000.0,8.217161e+23,41610940000000.0,155.389,7188085000000.0,2.767012e+22,1139.231689,-2706.4,16175.4,4.455,-0.1122,50.735
M,4807.912,88026000000.0,9.03572e+23,98111440000000.0,30.921,12775560000000.0,7.926836e+22,2766.888672,-15982.0,5399.997,4.633,-0.3444,20.943
M,791.171,0.0,1.186301e+23,16316370000000.0,81.753,6638728000000.0,2.425509e+22,340.858765,0.0,2139.874,3.446,0.0,10.727
X,5669.643,63057000000.0,8.689335e+23,106379700000000.0,404.758,8045344000000.0,5.421331e+22,3905.681396,-5750.7,7258.174,5.034,-0.173,29.175
N/A,424.205,7464800000.0,2.734161e+22,10323700000000.0,19.798,1454409000000.0,7.249823e+21,334.01416,-1468.9,1583.926,2.047,-0.3733,3.316
N/A,653.601,10380000000.0,8.974203e+22,13425020000000.0,74.105,4361022000000.0,8.326227e+21,730.343872,-992.15,4929.931,3.011,-0.1813,24.199
M,1064.526,26821000000.0,4.036291e+23,22972230000000.0,188.179,9396006000000.0,1.395658e+22,996.185486,-592.11,13580.92,3.803,-0.0419,46.713
N/A,615.047,11016000000.0,8.489937e+22,13389180000000.0,122.002,6391340000000.0,9.800484e+21,344.570496,-1767.9,4219.676,3.856,-0.3044,15.683
M,6575.975,106930000000.0,1.322506e+24,121549500000000.0,1506.554,56365250000000.0,9.57058e+22,3161.116943,-17440.0,6962.188,4.908,-0.3094,18.366
N/A,318.243,4299400000.0,2.286404e+22,5168374000000.0,29.054,1172645000000.0,4.412829e+21,79.906937,-1127.1,2931.436,3.344,-0.4973,6.266
M,155.038,12051000000.0,1.522853e+22,2888797000000.0,19.266,955994000000.0,3.436405e+21,50.111408,-2052.0,2251.056,3.023,-0.323,5.85
N/A,289.932,3835500000.0,2.073698e+22,6157951000000.0,7.075,626171000000.0,3.499147e+21,108.713753,-625.64,2819.55,3.204,-0.3094,12.026
N/A,111.772,2612700000.0,4.699183e+21,2398099000000.0,11.784,1571117000000.0,1.332069e+21,199.577957,-159.04,1643.485,0.0,-0.1155,1.44
N/A,987.967,16955000000.0,6.799555e+22,22328880000000.0,36.609,2464201000000.0,1.544355e+22,686.937683,-2732.7,2047.827,3.612,-0.3057,5.724
N/A,248.714,4454900000.0,1.224408e+22,5235478000000.0,12.049,992943100000.0,2.999612e+21,207.399399,-423.13,1978.887,0.0,-0.1802,5.001
N/A,104.802,3338500000.0,6.908267e+21,2632795000000.0,9.417,746389100000.0,2.21482e+21,47.058285,-532.78,1254.058,0.0,-0.3027,1.254
N/A,630.581,11935000000.0,7.051588e+22,12325820000000.0,121.616,4251768000000.0,1.260979e+22,269.379395,-2895.9,2773.151,3.596,-0.4603,8.706
M,4940.143,67894000000.0,1.065695e+24,80333140000000.0,708.222,16892710000000.0,5.023785e+22,1875.656494,-6950.0,11548.77,5.123,-0.1942,35.538
N/A,380.998,5333700000.0,2.930545e+22,8740831000000.0,60.974,2489138000000.0,5.21171e+21,272.331879,-590.29,2468.578,3.373,-0.2099,13.749
M,347.072,0.0,9.929556e+22,5165016000000.0,63.922,2522758000000.0,7.750959e+21,218.769073,0.0,5952.888,4.122,0.0,27.85
N/A,628.473,0.0,9.534423e+22,12512570000000.0,137.196,4188359000000.0,1.126941e+22,374.106537,0.0,4171.101,3.836,0.0,11.411
M,2027.073,35796000000.0,3.576364e+23,40625550000000.0,110.696,3109697000000.0,3.607218e+22,900.017578,-7861.7,4581.259,4.343,-0.4166,19.263
N/A,684.131,20208000000.0,1.102183e+23,12122290000000.0,141.283,5687232000000.0,1.691003e+22,270.468842,-4565.4,3495.469,3.641,-0.4285,11.464
N/A,155.236,4081100000.0,1.97679e+22,3406886000000.0,33.707,1283930000000.0,2.192472e+21,202.769333,10.446,4420.839,0.0,0.0049,17.464
M,13.859,0.0,2.851778e+21,397116500000.0,0.314,111130300000.0,5.829693e+20,267.449097,0.0,1780.556,4.768,0.0,17.91
N/A,702.91,12582000000.0,1.011269e+23,13421140000000.0,65.491,3531265000000.0,9.066459e+21,384.746277,-1050.3,6283.296,4.122,-0.1584,23.896
N/A,398.953,9542900000.0,9.479358e+22,8666924000000.0,83.916,1769836000000.0,6.466835e+21,270.334351,-905.86,6973.947,3.449,-0.1801,28.305
M,3696.645,67356000000.0,8.046228e+23,72203740000000.0,309.577,12497250000000.0,5.475068e+22,1726.167236,-10740.0,7433.172,4.717,-0.3024,27.763
M,2353.878,33072000000.0,3.699276e+23,40630910000000.0,315.963,11805070000000.0,3.341323e+22,946.897766,-6562.8,5960.599,4.441,-0.3764,16.92
N/A,1003.273,23179000000.0,3.785304e+23,20700460000000.0,179.665,7814221000000.0,1.695545e+22,623.252075,-2301.7,11605.39,4.317,-0.1884,48.135
M,2733.067,49171000000.0,3.540616e+23,57693080000000.0,527.344,25627280000000.0,3.509736e+22,2798.530518,-4491.9,4591.866,4.336,-0.1733,21.333
N/A,410.705,0.0,2.414417e+23,4741369000000.0,25.47,462596900000.0,6.086469e+21,297.910492,0.0,20168.89,3.901,0.0,70.169
N/A,252.757,4395300000.0,1.203129e+22,4997133000000.0,4.913,3343840000000.0,2.840469e+21,326.414459,-256.45,2041.325,2.925,-0.1107,5.137
N/A,371.127,5021100000.0,4.6861e+22,6458295000000.0,99.244,3237818000000.0,3.666638e+21,194.570099,-586.58,6813.229,2.903,-0.2216,31.299
N/A,99.091,4403600000.0,5.986039e+21,2358410000000.0,1.563,406920500000.0,1.871225e+21,96.556755,-487.79,1405.491,0.0,-0.2101,1.434
M,6575.975,106930000000.0,1.322506e+24,121549500000000.0,1506.554,56365250000000.0,9.57058e+22,3161.116943,-17440.0,6962.188,4.908,-0.3094,18.366
N/A,472.167,15250000000.0,7.277078e+22,8401131000000.0,9.921,2161042000000.0,1.312167e+22,243.453186,-4014.0,2989.549,2.787,-0.4993,7.289
N/A,1392.559,23105000000.0,3.057203e+23,27208800000000.0,237.047,3965510000000.0,1.612891e+22,667.341431,-1549.4,9280.523,4.52,-0.1272,36.553
N/A,1914.798,43602000000.0,7.14814e+23,40600570000000.0,28.489,7186439000000.0,2.417004e+22,1715.512695,-1023.6,13863.02,3.605,-0.0445,47.545
N/A,315.55,8059100000.0,9.83199e+22,7663611000000.0,65.087,1799567000000.0,5.109732e+21,363.75882,15.052,8706.766,3.181,0.0035,43.82
M,2290.098,0.0,3.897601e+23,37259960000000.0,96.995,4234030000000.0,4.931741e+22,2126.645264,0.0,4703.425,4.644,0.0,10.515
N/A,54.747,1368900000.0,4.732238e+21,1400628000000.0,8.788,868607700000.0,5.56692e+20,30.392889,235.86,2671.15,0.0,0.3268,38.906
X,1614.047,0.0,2.19576e+23,30380700000000.0,406.78,11742610000000.0,2.894803e+22,540.668213,0.0,3669.444,4.148,0.0,12.666
N/A,150.754,2914300000.0,1.126807e+22,2784034000000.0,17.634,729051200000.0,2.1321e+21,98.163376,-175.48,2932.84,0.0,-0.1142,9.091
M,4577.855,65655000000.0,1.157708e+24,84578580000000.0,947.806,40893850000000.0,4.391242e+22,2359.753418,-2697.4,12316.35,4.956,-0.0779,50.511
N/A,628.17,11992000000.0,7.103992e+22,12410770000000.0,112.131,3561623000000.0,1.262316e+22,266.082062,-2887.4,2787.791,3.436,-0.4567,8.901
N/A,739.692,16363000000.0,7.555594e+22,16907560000000.0,73.432,3130385000000.0,1.21784e+22,816.874512,-1361.8,2899.284,0.0,-0.1579,9.102
N/A,468.298,8502300000.0,1.058267e+23,9449153000000.0,28.202,896401900000.0,6.575684e+21,330.813293,-1012.4,8306.691,3.097,-0.2259,35.224
M,4683.448,66098000000.0,1.157259e+24,86086040000000.0,901.815,41663590000000.0,4.438924e+22,2350.470703,-3219.2,12486.75,4.945,-0.0924,50.156
N/A,225.233,2939100000.0,2.272528e+22,4870957000000.0,32.066,1390536000000.0,2.389433e+21,152.163788,-175.87,3855.754,3.312,-0.1135,27.152
N/A,160.454,5883900000.0,6.942839e+22,3490398000000.0,16.751,81437750000.0,2.768538e+21,154.553833,-53.268,12732.26,0.0,-0.0172,52.898
N/A,166.841,6258800000.0,5.790145e+22,2721464000000.0,21.778,456929100000.0,3.436238e+21,119.94783,-644.45,8054.506,3.58,-0.1953,38.666
N/A,315.488,8094400000.0,2.053693e+22,6777995000000.0,37.811,2807210000000.0,4.5114e+21,288.145813,-594.79,2150.172,2.484,-0.1394,3.587
M,3047.024,68959000000.0,6.598452e+23,60865920000000.0,238.748,6462129000000.0,4.617199e+22,1671.762573,-9363.4,7307.334,4.66,-0.2576,25.307
N/A,33.476,2071400000.0,1.413475e+21,658714000000.0,6.313,326713200000.0,3.56028e+20,58.48951,315.13,2004.385,1.444,0.2886,3.39
N/A,1744.341,34646000000.0,3.583946e+23,31612120000000.0,445.055,22507470000000.0,3.3392e+22,874.441833,-6659.9,5631.486,4.117,-0.3646,17.281
M,4694.4,66237000000.0,1.159186e+24,85464430000000.0,895.421,41268710000000.0,4.436128e+22,2347.317627,-3322.5,12655.71,4.952,-0.0951,50.15
M,4694.4,66237000000.0,1.159186e+24,85464430000000.0,895.421,41268710000000.0,4.436128e+22,2347.317627,-3322.5,12655.71,4.952,-0.0951,50.15
N/A,0.161,271960000.0,1.379818e+19,2634640000.0,0.014,2162221000.0,5.34142e+18,15.764998,12.864,1731.642,0.0,0.0897,0.0
C,1438.832,26116000000.0,2.081241e+23,24708840000000.0,156.742,6134331000000.0,2.710444e+22,605.30127,-6246.7,4059.547,4.132,-0.4537,15.719
M,2924.306,63531000000.0,9.745114e+23,49216710000000.0,454.708,20149890000000.0,4.5937e+22,1495.361328,-6943.2,12195.75,4.543,-0.2073,37.839
N/A,241.805,3310000000.0,2.531991e+22,4804131000000.0,51.836,1805618000000.0,3.092135e+21,111.683098,-557.71,3855.525,3.447,-0.3196,19.434
X,1604.198,0.0,2.226335e+23,30131830000000.0,412.819,11980940000000.0,2.838467e+22,547.728027,0.0,3815.291,4.214,0.0,13.052
M,138.504,0.0,1.675675e+22,3273728000000.0,12.087,463147300000.0,5.211675e+21,124.247017,0.0,1401.178,4.042,0.0,8.595
N/A,72.452,1358100000.0,4.356123e+21,1689874000000.0,0.902,59520080000.0,1.176022e+21,66.428688,-103.07,1627.035,2.014,-0.144,2.431
N/A,91.388,1087700000.0,7.438558e+21,1568861000000.0,3.997,293821000000.0,9.55238e+20,39.112434,-163.83,4318.535,2.369,-0.2857,12.49
N/A,209.596,6050400000.0,1.558198e+22,4375271000000.0,30.855,2049903000000.0,4.562898e+21,67.28669,-1501.6,1655.104,2.657,-0.4708,3.541
N/A,359.397,5410300000.0,2.876303e+22,7965645000000.0,80.418,3390961000000.0,5.240297e+21,273.419006,-671.67,2417.208,3.374,-0.2355,13.348
N/A,80.504,4303200000.0,4.717069e+21,1954343000000.0,10.047,711148900000.0,1.65617e+21,43.827114,-653.17,1237.161,1.833,-0.2879,2.403
M,6418.679,107360000000.0,1.297774e+24,117931700000000.0,1472.314,55248470000000.0,9.597618e+22,3141.712646,-17975.0,6889.018,4.893,-0.3176,18.135
X,1627.122,0.0,2.165044e+23,29919480000000.0,403.0,10781220000000.0,2.861011e+22,535.171204,0.0,3766.838,4.197,0.0,12.667
N/A,394.993,8567000000.0,2.923751e+22,8108957000000.0,66.007,3235828000000.0,6.980189e+21,196.417862,-1978.4,2017.176,2.592,-0.438,3.784
M,4683.448,66098000000.0,1.157259e+24,86086040000000.0,901.815,41663590000000.0,4.438924e+22,2350.470703,-3219.2,12486.75,4.945,-0.0924,50.156
M,4943.806,89099000000.0,9.210391e+23,99775590000000.0,113.423,15687960000000.0,7.801659e+22,2790.404297,-16076.0,5775.329,4.684,-0.3423,21.32
M,3559.662,54862000000.0,5.95714e+23,74060620000000.0,4.254,7450315000000.0,4.801163e+22,2278.230469,-6708.0,5975.688,4.616,-0.2319,24.067
N/A,663.638,13298000000.0,1.409366e+23,15508610000000.0,8.649,2394716000000.0,9.516335e+21,839.925659,-1017.7,6792.333,2.644,-0.1452,24.245
M,514.422,0.0,5.129365e+22,11837000000000.0,74.026,5752058000000.0,1.773884e+22,297.378876,0.0,1251.083,4.07,0.0,5.183
N/A,585.767,13152000000.0,1.12016e+23,12034780000000.0,57.174,2364440000000.0,9.933071e+21,392.319519,-1487.3,5764.532,3.431,-0.2145,19.088
M,1453.996,0.0,7.873978e+23,24396050000000.0,173.253,4144744000000.0,3.167098e+22,905.205811,0.0,12961.83,4.463,0.0,44.749
N/A,833.597,14326000000.0,2.082326e+23,17806340000000.0,12.436,3965724000000.0,1.09396e+22,573.778198,-1040.9,8419.953,3.857,-0.1378,42.772
N/A,478.455,14720000000.0,1.063191e+23,10740300000000.0,59.707,2912655000000.0,1.077571e+22,216.621109,-2892.8,4600.972,3.519,-0.3728,16.73
M,5691.699,63110000000.0,8.713887e+23,106637500000000.0,357.459,9801803000000.0,5.425717e+22,3910.67334,-5789.6,7323.119,5.024,-0.174,29.189
X,5691.699,63110000000.0,8.713887e+23,106637500000000.0,357.459,9801803000000.0,5.425717e+22,3910.67334,-5789.6,7323.119,5.024,-0.174,29.189
N/A,1621.89,25850000000.0,1.675046e+23,34391030000000.0,103.176,2548819000000.0,2.385366e+22,1269.121826,-2845.6,3348.166,3.547,-0.2088,14.231
M,4577.855,65655000000.0,1.157708e+24,84578580000000.0,947.806,40893850000000.0,4.391242e+22,2359.753418,-2697.4,12316.35,4.956,-0.0779,50.511
M,6547.54,107230000000.0,1.313586e+24,119292800000000.0,1458.775,53555220000000.0,9.626389e+22,3162.236572,-17662.0,6895.131,4.944,-0.3124,17.895
N/A,384.46,8272400000.0,4.545542e+22,6780934000000.0,5.899,366536200000.0,9.309264e+21,126.30851,-2268.2,2486.729,3.165,-0.5201,4.359
N/A,706.95,10118000000.0,9.670788e+22,13586320000000.0,80.501,3885542000000.0,7.090824e+21,295.811646,-583.91,6945.801,4.008,-0.1095,30.399
M,4940.143,67894000000.0,1.065695e+24,80333140000000.0,708.222,16892710000000.0,5.023785e+22,1875.656494,-6950.0,11548.77,5.123,-0.1942,35.538
M,146.344,0.0,2.360167e+22,2898738000000.0,10.691,1163227000000.0,4.6128e+21,121.077171,0.0,2620.043,0.0,0.0,9.878
M,6412.17,107540000000.0,1.301226e+24,118036300000000.0,1446.994,52832260000000.0,9.587566e+22,3138.915527,-17910.0,6913.529,4.896,-0.3159,18.219
N/A,1520.275,30657000000.0,3.995004e+23,31607380000000.0,232.277,6014942000000.0,1.891918e+22,1269.351318,-1462.1,9597.629,4.019,-0.0905,39.262
N/A,125.192,8689500000.0,6.671623e+21,3041535000000.0,11.898,410433300000.0,3.677139e+21,38.896309,-2217.1,782.8648,0.0,-0.484,0.14
N/A,699.5,13093000000.0,1.194769e+23,14976750000000.0,77.81,3021936000000.0,1.156397e+22,563.61499,-1854.0,4693.718,3.645,-0.2686,24.026
N/A,456.826,7857700000.0,8.273445e+22,9752083000000.0,90.766,2387567000000.0,5.864855e+21,513.692505,-660.2,6323.383,2.891,-0.1594,31.618
M,59.57,4036200000.0,3.539501e+21,1440092000000.0,8.819,613982700000.0,8.849585e+20,39.806484,132.95,1786.326,0.0,0.0625,2.949
N/A,85.919,1443700000.0,4.002875e+21,1995891000000.0,4.326,637356800000.0,9.034289e+20,144.325958,-54.956,1728.276,2.801,-0.0722,17.03
N/A,679.482,12668000000.0,7.694623e+22,15093070000000.0,18.638,3508125000000.0,7.760174e+21,1121.208496,-861.81,4466.507,3.165,-0.129,19.843
M,5654.735,63063000000.0,8.715556e+23,106544400000000.0,405.723,8583379000000.0,5.414572e+22,3911.695068,-5595.0,7244.317,5.047,-0.1683,29.504
X,1614.047,0.0,2.19576e+23,30380700000000.0,406.78,11742610000000.0,2.894803e+22,540.668213,0.0,3669.444,4.148,0.0,12.666
N/A,366.879,6360100000.0,2.594435e+22,8562166000000.0,41.867,3558121000000.0,5.738801e+21,316.53894,-639.5,1993.037,2.765,-0.1907,8.09
N/A,1402.89,22540000000.0,2.676252e+23,30718360000000.0,127.835,6610625000000.0,1.923194e+22,935.097839,-2481.7,6375.14,3.733,-0.2088,34.388
N/A,292.622,5301800000.0,3.61229e+22,6365501000000.0,16.663,1937581000000.0,4.101263e+21,270.011993,-486.15,4226.239,2.535,-0.1739,17.759
N/A,182.98,2785300000.0,9.57748e+21,3103715000000.0,2.431,1587764000000.0,1.863616e+21,217.580734,-287.14,2766.289,0.0,-0.1956,5.946
M,2306.145,28136000000.0,4.425886e+23,38115350000000.0,1412.943,66099980000000.0,2.07415e+22,770.600281,-2538.3,11305.5,4.858,-0.1711,38.229
M,3077.788,33586000000.0,5.645433e+23,58399120000000.0,194.402,3117555000000.0,2.312625e+22,1589.143188,-931.74,9967.262,4.878,-0.0526,48.395
X,1604.198,0.0,2.226335e+23,30131830000000.0,412.819,11980940000000.0,2.838467e+22,547.728027,0.0,3815.291,4.214,0.0,13.052
N/A,254.448,0.0,8.850264e+22,3986379000000.0,8.775,1481326000000.0,6.273755e+21,172.397064,0.0,7307.163,3.49,0.0,31.798
N/A,144.001,3292900000.0,1.357119e+22,2838099000000.0,16.487,647805900000.0,1.716921e+21,77.65284,-194.02,4266.774,2.984,-0.1118,17.537
N/A,316.19,0.0,5.872197e+22,5056288000000.0,78.59,2319802000000.0,4.93376e+21,315.336182,0.0,5396.909,0.0,0.0,23.483
M,150.902,12404000000.0,1.467177e+22,2851023000000.0,18.409,861040300000.0,3.516295e+21,49.202854,-2205.6,2160.698,2.752,-0.3373,4.342
N/A,46.82,1655700000.0,2.98779e+21,1164444000000.0,9.324,856751300000.0,8.798992e+20,34.235222,-260.81,1479.136,0.0,-0.2988,2.367
M,482.631,5085700000.0,5.024339e+22,8818134000000.0,200.559,6800496000000.0,4.130673e+21,214.646576,-383.4,5365.567,3.762,-0.143,26.351
N/A,915.743,18335000000.0,8.828201e+22,19345810000000.0,82.412,2452996000000.0,1.266259e+22,427.734772,-2868.0,3179.264,3.665,-0.2967,17.423
N/A,845.138,16636000000.0,2.229398e+23,16993930000000.0,248.008,8678313000000.0,9.78243e+21,587.29834,-279.03,10864.72,3.901,-0.0318,43.816
X,1634.944,0.0,2.161082e+23,29796550000000.0,393.29,10561440000000.0,2.846399e+22,543.259338,0.0,3815.307,4.209,0.0,12.201
M,1875.133,36459000000.0,2.996713e+23,36683410000000.0,96.073,9024598000000.0,3.765082e+22,893.725769,-9121.8,3941.253,4.271,-0.4746,14.094
M,40.939,3024600000.0,2.8127e+21,1012192000000.0,0.354,145921600000.0,7.758699e+20,32.798119,88.056,1539.19,0.0,0.0552,2.907
M,2298.853,0.0,3.856904e+23,37837320000000.0,104.14,3605285000000.0,4.908195e+22,2134.610596,0.0,4648.95,4.808,0.0,10.475
N/A,785.6,14633000000.0,1.347308e+23,14626780000000.0,153.296,3407413000000.0,9.462095e+21,311.177673,-2141.2,6968.716,4.18,-0.2776,31.873
M,4839.046,67283000000.0,1.05939e+24,78736430000000.0,742.434,18183260000000.0,4.974289e+22,1864.322266,-6704.2,11543.06,5.113,-0.189,35.222
M,3452.842,41134000000.0,5.230852e+23,68542370000000.0,933.923,38518060000000.0,2.971127e+22,1757.331177,-1953.6,7606.725,4.819,-0.0901,37.428
M,6412.17,107540000000.0,1.301226e+24,118036300000000.0,1446.994,52832260000000.0,9.587566e+22,3138.915527,-17910.0,6913.529,4.896,-0.3159,18.219
N/A,454.863,8740600000.0,2.526683e+22,9804308000000.0,23.549,3534185000000.0,5.824705e+21,423.976624,-388.85,2055.488,1.955,-0.0844,4.235
N/A,52.442,3247900000.0,2.352193e+21,1038016000000.0,13.891,670569500000.0,9.688401e+20,26.360254,20.283,1293.77,0.0,0.0118,0.073
N/A,82.433,1643600000.0,6.884554e+21,1746133000000.0,2.524,268412900000.0,9.097508e+20,60.593548,160.87,3149.441,2.47,0.1857,25.82
N/A,624.152,12109000000.0,6.869603e+22,11880450000000.0,90.44,2715597000000.0,1.151156e+22,253.314499,-2749.4,3132.324,3.398,-0.4307,8.914
N/A,0.889,293910000.0,1.728359e+19,13129560000.0,0.149,9197869000.0,1.229758e+19,16.80925,25.099,1001.101,0.0,0.162,0.0
N/A,123.047,5200200000.0,7.656229e+21,2776468000000.0,15.082,1049922000000.0,2.386685e+21,112.931679,34.012,1505.625,0.0,0.0124,1.358
N/A,258.951,12082000000.0,9.862678e+22,4371492000000.0,16.765,780279100000.0,5.036534e+21,153.599487,-1251.1,10277.43,3.752,-0.1964,32.66
M,2215.326,29878000000.0,4.507174e+23,40917960000000.0,188.193,11962810000000.0,1.982664e+22,803.391235,-1684.2,11641.89,4.776,-0.1069,45.218
